,image_name,coarse_grained_class,caption,class_id
331,eval/images/person_cea7697b25_2_00120.jpg,person,an * wearing a grey sweatshirt.,person_cea7697b25_2
332,eval/images/sheep_73e1852735_3_00145.jpg,sheep,an * closest to the white  stone.,sheep_73e1852735_3
333,eval/images/cow_c8557963f3_2_00090.jpg,cow,a light brown * behind dark brown cows.,cow_c8557963f3_2
334,eval/images/person_3c4db32d74_2_00140.jpg,person,an * next to the person in a brown jacket.,person_3c4db32d74_2
335,eval/images/fox_acff336758_2_00175.jpg,fox,an * with its nose lowered to the straw.,fox_acff336758_2
336,eval/images/cow_f7cf4b4a39_1_00090.jpg,cow,an * walking between two other cows.,cow_f7cf4b4a39_1
337,eval/images/sedan_5f51876986_1_00095.jpg,sedan,a blue * on a road next to dead grass.,sedan_5f51876986_1
338,eval/images/sedan_df39a0d9df_2_00095.jpg,sedan,* is directly beneath a small red flag.,sedan_df39a0d9df_2
339,eval/images/duck_f22d21f1f1_4_00140.jpg,duck,* is furthest from the white duck and facing the opposite direction.,duck_f22d21f1f1_4
340,eval/images/fish_40f4026bf5_2_00140.jpg,fish,* is farthest from the white tube on the aquarium's edge.,fish_40f4026bf5_2
341,eval/images/person_a2554c9f6d_2_00080.jpg,person,an * with a hat on the back of a wagon.,person_a2554c9f6d_2
342,eval/images/sheep_73e1852735_2_00145.jpg,sheep,an * is near the water with its head up.,sheep_73e1852735_2
343,eval/images/person_bb1b0ee89f_1_00095.jpg,person,an * sitting on the front bench of a small fishing boat.,person_bb1b0ee89f_1
344,eval/images/frog_a66e0b7ad4_1_00175.jpg,frog,a black * moving over some pebbles.,frog_a66e0b7ad4_1
345,eval/images/sheep_21f4019116_4_00175.jpg,sheep,an * behind the leading sheep.,sheep_21f4019116_4
346,eval/images/tiger_7abdff3086_3_00145.jpg,tiger,* appears to be farthest from the person wearing a skirt.,tiger_7abdff3086_3
347,eval/images/dog_4804ee2767_2_00095.jpg,dog,an * standing on its hind legs.,dog_4804ee2767_2
348,eval/images/ape_a34f440f33_3_00175.jpg,ape,an * holdings hands with a larger ape.,ape_a34f440f33_3
349,eval/images/person_11ce6f452e_1_00090.jpg,person,an * wearing a black baseball cap.,person_11ce6f452e_1
350,eval/images/tiger_ea065cc205_1_00175.jpg,tiger,an * standing above another tiger.,tiger_ea065cc205_1
351,eval/images/parrot_07c62c3d11_1_00175.jpg,parrot,* is encircled by a red ring.,parrot_07c62c3d11_1
352,eval/images/person_41dab05200_1_00175.jpg,person,* is below a person wearing a large black pack.,person_41dab05200_1
353,eval/images/parrot_0ce06e0121_2_00175.jpg,parrot,an * that's being grabbed by a person.,parrot_0ce06e0121_2
354,eval/images/person_cea7697b25_1_00120.jpg,person,* stands next to yellow and white striped awning.,person_cea7697b25_1
355,eval/images/duck_c7bf937af5_2_00090.jpg,duck,* is nearest to the front duck that faces directly forward.,duck_c7bf937af5_2
356,eval/images/person_e0a938c6e7_2_00090.jpg,person,"a young * in a cowboy hat, riding a horse.",person_e0a938c6e7_2
357,eval/images/frog_dd415df125_3_00115.jpg,frog,an * between two frogs.,frog_dd415df125_3
358,eval/images/duck_c7bf937af5_1_00090.jpg,duck,"* faces forward, opposite the direction of the duck aligned behind it.",duck_c7bf937af5_1
359,eval/images/hat_081207976e_1_00165.jpg,hat,* is atop the head of the person next to the person wearing a white poncho.,hat_081207976e_1
360,eval/images/dog_d7b34e5d73_1_00090.jpg,dog,an * fully on a yellow mat.,dog_d7b34e5d73_1
361,eval/images/person_ecae59b782_1_00175.jpg,person,an * wearing a white shirt.,person_ecae59b782_1
362,eval/images/sedan_df39a0d9df_3_00095.jpg,sedan,an * closest to the tracks.,sedan_df39a0d9df_3
363,eval/images/parrot_1157472b95_2_00175.jpg,parrot,* faces forward perched on the straighter part of the branch.,parrot_1157472b95_2
364,eval/images/person_7f838baf2b_2_00175.jpg,person,an * wearing a green shirt and black jeans.,person_7f838baf2b_2
365,eval/images/hat_081207976e_2_00165.jpg,hat,* is on the head of the rider in a green poncho on a medium-brown horse.,hat_081207976e_2
366,eval/images/person_4e72856cc7_3_00090.jpg,person,an * on a red bike away from others.,person_4e72856cc7_3
367,eval/images/person_250116161c_2_00090.jpg,person,an * wearing white pants.,person_250116161c_2
368,eval/images/turtle_11c722a456_1_00175.jpg,turtle,an * swimming towards the surface of the water near underwater plants.,turtle_11c722a456_1
369,eval/images/person_11ce6f452e_3_00090.jpg,person,an * wearing a red shirt and a black hat.,person_11ce6f452e_3
370,eval/images/monkey_ae01cdab63_2_00175.jpg,monkey,an * with its tail extended upward and curled at the top.,monkey_ae01cdab63_2
371,eval/images/cow_c8557963f3_1_00090.jpg,cow,* is directly behind and headed in the same direction as a cow with a pale face.,cow_c8557963f3_1
372,eval/images/fish_686dafaac9_2_00140.jpg,fish,an * above the other fish.,fish_686dafaac9_2
373,eval/images/bear_7f3658460e_1_00090.jpg,bear,an * leading a smaller bear.,bear_7f3658460e_1
374,eval/images/fish_b2ce7699e3_3_00175.jpg,fish,an * swimming down towards white pebbles.,fish_b2ce7699e3_3
375,eval/images/person_668364b372_1_00095.jpg,person,* stands at the end of a row of temporary dividers.,person_668364b372_1
376,eval/images/duck_082900c5d4_2_00150.jpg,duck,an * furthest away from the other ducks.,duck_082900c5d4_2
377,eval/images/person_3aa3f1c9e8_1_00145.jpg,person,* is below the person whose arm is out with bent elbow.,person_3aa3f1c9e8_1
378,eval/images/frog_dd415df125_1_00115.jpg,frog,* is in front of a long greenish-yellow horizontal stalk.,frog_dd415df125_1
379,eval/images/person_f0c34e1213_1_00090.jpg,person,"an * walking in uniform, closest to the fence barrier.",person_f0c34e1213_1
380,eval/images/frisbee_edbfdfe1b4_1_00175.jpg,frisbee,a red * being held in someone's hand and not being shared by a dog.,frisbee_edbfdfe1b4_1
381,eval/images/person_720b398b9c_3_00090.jpg,person,an * standing inside a canoe.,person_720b398b9c_3
382,eval/images/bird_3d8997aeb6_1_00115.jpg,bird,* is behind the curved wires of the cage.,bird_3d8997aeb6_1
383,eval/images/dog_b08dcc490e_1_00090.jpg,dog,* stands alone on the red pool edge.,dog_b08dcc490e_1
384,eval/images/cow_b94d34d14e_1_00140.jpg,cow,* is furthest from the open double doors.,cow_b94d34d14e_1
385,eval/images/person_1f8014b7fd_4_00095.jpg,person,an * right behind the boy with a multi-colored shirt on.,person_1f8014b7fd_4
386,eval/images/giraffe_c3e4274614_4_00090.jpg,giraffe,an * that is standing with its head lowered to the ground.,giraffe_c3e4274614_4
387,eval/images/zebra_ef9a2e976b_1_00090.jpg,zebra,an * at the front of the group.,zebra_ef9a2e976b_1
388,eval/images/monkey_9b997664ba_1_00175.jpg,monkey,* is behind the low rock ledge.,monkey_9b997664ba_1
389,eval/images/person_bb1b0ee89f_2_00095.jpg,person,an * in orange swimming trunks.,person_bb1b0ee89f_2
390,eval/images/cow_f9ea6b7f31_3_00115.jpg,cow,* stands alone next to the fence by the blue container.,cow_f9ea6b7f31_3
391,eval/images/hat_b86e50d82d_1_00230.jpg,hat,a white * on top of a man's head.,hat_b86e50d82d_1
392,eval/images/rabbit_bf461df850_3_00145.jpg,rabbit,an * looking out the window.,rabbit_bf461df850_3
393,eval/images/motorbike_ff15a5eff6_2_00140.jpg,motorbike,* is underneath a pair of white boots.,motorbike_ff15a5eff6_2
394,eval/images/sheep_a78195a5f5_2_00145.jpg,sheep,an * in front of all the other sheep.,sheep_a78195a5f5_2
395,eval/images/person_50c6f4fe3e_1_00085.jpg,person,an * in a red jacket on a bike.,person_50c6f4fe3e_1
396,eval/images/duck_082900c5d4_1_00150.jpg,duck,* is in the water with its head tucked.,duck_082900c5d4_1
397,eval/images/tiger_a6a810a92c_1_00145.jpg,tiger,an * laying on another tiger's belly.,tiger_a6a810a92c_1
398,eval/images/person_c8edab0415_1_00145.jpg,person,an * in black standing on a ramp.,person_c8edab0415_1
399,eval/images/person_f233257395_2_00090.jpg,person,an * in a black shirt.,person_f233257395_2
400,eval/images/sedan_5f51876986_2_00095.jpg,sedan,* is next to a wall covered in foliage.,sedan_5f51876986_2
401,eval/images/sign_22a1141970_1_00290.jpg,sign,an * on a pillar.,sign_22a1141970_1
402,eval/images/person_b44e32a42b_3_00090.jpg,person,an * with short blonde hair wearing a striped shirt.,person_b44e32a42b_3
403,eval/images/cow_1d746352a6_3_00065.jpg,cow,spotted * is directly under a sign that reads cuca mano.,cow_1d746352a6_3
404,eval/images/fish_686dafaac9_3_00140.jpg,fish,* is farthest from the square black object.,fish_686dafaac9_3
405,eval/images/person_b7fb871660_1_00050.jpg,person,an * with a red and white shirt on.,person_b7fb871660_1
406,eval/images/fish_b2ce7699e3_1_00175.jpg,fish,an * in the middle of the tank.,fish_b2ce7699e3_1
407,eval/images/fish_5458647306_3_00140.jpg,fish,*'s tail overlaps the middle of what looks like a tube of water.,fish_5458647306_3
408,eval/images/zebra_96825c4714_1_00090.jpg,zebra,an * running behind two other zebras.,zebra_96825c4714_1
409,eval/images/bird_e63463d8c6_1_00165.jpg,bird,white * is on the long edge of the brown rectangular table top.,bird_e63463d8c6_1
410,eval/images/cow_01e64dd36a_1_00090.jpg,cow,*'s rear is next to the rear of the very long cow.,cow_01e64dd36a_1
411,eval/images/shark_081ae4fa44_1_00145.jpg,shark,an * closest to the sea floor.,shark_081ae4fa44_1
412,eval/images/cow_1d746352a6_2_00065.jpg,cow,the back end of a solid black * with horns that is facing two people walking by.,cow_1d746352a6_2
413,eval/images/fish_5baaebdf00_3_00175.jpg,fish,* faces forward at the same height next to a similarly colored fish.,fish_5baaebdf00_3
414,eval/images/hat_b86e50d82d_3_00230.jpg,hat,a gray * on a man's head.,hat_b86e50d82d_3
415,eval/images/bear_b06f5888e6_2_00090.jpg,bear,an * mostly out of the water.,bear_b06f5888e6_2
416,eval/images/turtle_11c722a456_2_00175.jpg,turtle,* is directly next to the green leaves.,turtle_11c722a456_2
417,eval/images/person_41dab05200_2_00175.jpg,person,an * wearing black shorts.,person_41dab05200_2
418,eval/images/sheep_c8a46ff0c8_4_00145.jpg,sheep,an * standing almost completely parallel to the enclosure where only the railing is seen.,sheep_c8a46ff0c8_4
419,eval/images/fox_09ff54fef4_1_00145.jpg,fox,the * is white with a fluffy tail.,fox_09ff54fef4_1
420,eval/images/whale_8a75ad7924_2_00175.jpg,whale,* is close to and parallel to the whale making a bigger white splash.,whale_8a75ad7924_2
421,eval/images/person_dac361e828_1_00175.jpg,person,an * strapped to the back of another person.,person_dac361e828_1
422,eval/images/person_50c6f4fe3e_3_00085.jpg,person,an * wearing a white shirt and black gloves.,person_50c6f4fe3e_3
423,eval/images/hat_53e32d21ea_3_00095.jpg,hat,an * with a white nose patch.,hat_53e32d21ea_3
424,eval/images/person_2c1a94ebfb_1_00090.jpg,person,"an * riding a bike in a white shirt and backpack, not paying attention to where they're going.",person_2c1a94ebfb_1
425,eval/images/sheep_e39e3e0a06_2_00095.jpg,sheep,"an * standing taller than the other young ones, but not as tall as the adult.",sheep_e39e3e0a06_2
426,eval/images/sheep_e39e3e0a06_1_00095.jpg,sheep,a baby * in front of the parent sheep.,sheep_e39e3e0a06_1
427,eval/images/person_2f680909e6_1_00175.jpg,person,an * wearing yellow skydiving gear.,person_2f680909e6_1
428,eval/images/fox_09ff54fef4_2_00145.jpg,fox,a brown * standing beside a white fox.,fox_09ff54fef4_2
429,eval/images/person_2d9a1a1d49_1_00080.jpg,person,an * riding a white bicycle.,person_2d9a1a1d49_1
430,eval/images/person_7f838baf2b_3_00175.jpg,person,* stands next to a red gate with a solid red bottom.,person_7f838baf2b_3
431,eval/images/cow_1e1e42529d_3_00075.jpg,cow,*'s back appears to sprout a pair of large branches like horns.,cow_1e1e42529d_3
432,eval/images/fox_89363acf76_2_00145.jpg,fox,* is almost completely hidden behind leaves.,fox_89363acf76_2
433,eval/images/paddle_d8e77a222d_1_00090.jpg,paddle,* is gripped by gloved hands of person wearing a red lifevest.,paddle_d8e77a222d_1
434,eval/images/parrot_59d53d1649_2_00175.jpg,parrot,an * standing in front of a mirror.,parrot_59d53d1649_2
435,eval/images/bear_b06f5888e6_1_00090.jpg,bear,an *  mostly submerged in the water with its head sticking out near some rocks.,bear_b06f5888e6_1
436,eval/images/fish_5baaebdf00_2_00175.jpg,fish,an orange * with white spots and fins.,fish_5baaebdf00_2
437,eval/images/tiger_a6a810a92c_2_00145.jpg,tiger,the back view of an * with its tail outstretched behind it.,tiger_a6a810a92c_2
438,eval/images/person_9d04c280b8_2_00090.jpg,person,an * wearing a black sweatshirt.,person_9d04c280b8_2
439,eval/images/person_3e3e4be915_1_00150.jpg,person,an * wears a red coat with cowl neck.,person_3e3e4be915_1
440,eval/images/hat_6b685eb75b_1_00095.jpg,hat,a white * on a child's head.,hat_6b685eb75b_1
441,eval/images/bird_e22de45950_2_00095.jpg,bird,an * behind a zebra.,bird_e22de45950_2
442,eval/images/parrot_a2a80072d4_2_00145.jpg,parrot,an * picking up a white toy.,parrot_a2a80072d4_2
443,eval/images/zebra_076f206928_2_00095.jpg,zebra,an * is white with black stripes.,zebra_076f206928_2
444,eval/images/monkey_9b997664ba_2_00175.jpg,monkey,an * hiding behind a rock.,monkey_9b997664ba_2
445,eval/images/shark_081ae4fa44_2_00145.jpg,shark,an * farthest away from the other sharks.,shark_081ae4fa44_2
446,eval/images/parrot_07c62c3d11_3_00175.jpg,parrot,an * in a manmade nest inside a red cage.,parrot_07c62c3d11_3
447,eval/images/fish_cf85ab28b5_1_00175.jpg,fish,* appears to be just below the large black rock-like structure.,fish_cf85ab28b5_1
448,eval/images/penguin_df01f277f1_2_00175.jpg,penguin,a black and white * that is looking towards the left.,penguin_df01f277f1_2
449,eval/images/mouse_f119bab27d_2_00145.jpg,mouse,an * with orange fur.,mouse_f119bab27d_2
450,eval/images/person_165c42b41b_1_00090.jpg,person,* leans forward atop a red and white motorbike.,person_165c42b41b_1
451,eval/images/sheep_e39e3e0a06_4_00095.jpg,sheep,an * standing beneath a larger sheep.,sheep_e39e3e0a06_4
452,eval/images/rabbit_bf461df850_1_00145.jpg,rabbit,and * has longer ears than the other rabbits.,rabbit_bf461df850_1
453,eval/images/person_668364b372_2_00095.jpg,person,an * with a white shirt leaning against a gate.,person_668364b372_2
454,eval/images/person_165ec9e22b_2_00140.jpg,person,an * wearing a white helmet.,person_165ec9e22b_2
455,eval/images/person_a6d8a4228d_4_00175.jpg,person,an * rides a white surfboard.,person_a6d8a4228d_4
456,eval/images/duck_5a50640995_1_00175.jpg,duck,an * moving in front of four other ducks.,duck_5a50640995_1
457,eval/images/person_f0c34e1213_2_00090.jpg,person,* faces toward a similar person standing right next to it.,person_f0c34e1213_2
458,eval/images/person_2f680909e6_2_00175.jpg,person,"an * on a yellow, red and white board.",person_2f680909e6_2
459,eval/images/person_7e1922575c_3_00095.jpg,person,* is behind the rail and not touching it.,person_7e1922575c_3
460,eval/images/tiger_9a08e7a6f8_2_00175.jpg,tiger,an * by some trees.,tiger_9a08e7a6f8_2
461,eval/images/person_af8826d084_1_00090.jpg,person,an * in a white shirt riding a horse.,person_af8826d084_1
462,eval/images/fish_cf85ab28b5_2_00175.jpg,fish,an orange and black * next to an orange and white fish.,fish_cf85ab28b5_2
463,eval/images/person_62d6ece152_3_00090.jpg,person,an * holding a guitar.,person_62d6ece152_3
464,eval/images/cow_f7cf4b4a39_2_00090.jpg,cow,an * in front of two other cows.,cow_f7cf4b4a39_2
465,eval/images/dog_77610860e0_2_00055.jpg,dog,an * with hind legs in the air.,dog_77610860e0_2
466,eval/images/turtle_0df28a9101_1_00145.jpg,turtle,an * standing next to a doorway.,turtle_0df28a9101_1
467,eval/images/bird_3d8997aeb6_2_00115.jpg,bird,an * is leaning on another bird.,bird_3d8997aeb6_2
468,eval/images/fish_4cd427b535_1_00120.jpg,fish,yellow * is swimming toward tall red object.,fish_4cd427b535_1
469,eval/images/bird_967bffe201_2_00090.jpg,bird,an * in flight with its wings outstretched almost completely in a horizontal position.,bird_967bffe201_2
470,eval/images/zebra_ef9a2e976b_3_00090.jpg,zebra,"*'s body is completely parallel with a zebra, obscuring most of it.",zebra_ef9a2e976b_3
471,eval/images/person_a2554c9f6d_1_00080.jpg,person,an * wearing a blue shirt and a white hat.,person_a2554c9f6d_1
472,eval/images/zebra_96825c4714_3_00090.jpg,zebra,an * between two zebras.,zebra_96825c4714_3
473,eval/images/duck_06ee361788_3_00090.jpg,duck,* is at the convergence of water ripples forming a v.,duck_06ee361788_3
474,eval/images/cow_01e64dd36a_2_00090.jpg,cow,an * hiding behind another cow.,cow_01e64dd36a_2
475,eval/images/frog_a66e0b7ad4_2_00175.jpg,frog,* is behind a red plant.,frog_a66e0b7ad4_2
476,eval/images/person_c8edab0415_3_00145.jpg,person,an * wearing a green shirt standing in front of a ramp.,person_c8edab0415_3
477,eval/images/rabbit_bf461df850_2_00145.jpg,rabbit,* is crouched on a flat orange object.,rabbit_bf461df850_2
478,eval/images/cow_1e1e42529d_1_00075.jpg,cow,an * leads the herd from the middle of the front.,cow_1e1e42529d_1
479,eval/images/ape_394638fc8b_3_00095.jpg,ape,* is behind the thin diagonal pole.,ape_394638fc8b_3
480,eval/images/ape_669b572898_2_00175.jpg,ape,* is stepping over a large crack in the ground.,ape_669b572898_2
481,eval/images/person_69c67f109f_3_00175.jpg,person,an * watching another person surf.,person_69c67f109f_3
482,eval/images/zebra_076f206928_1_00095.jpg,zebra,* appears to lie under the rear of a zebra.,zebra_076f206928_1
483,eval/images/person_2c1a94ebfb_2_00090.jpg,person,an * wearing a yellow shirt and jeans.,person_2c1a94ebfb_2
484,eval/images/duck_c8d79e3163_2_00175.jpg,duck,a black * floats in the water.,duck_c8d79e3163_2
485,eval/images/fox_89363acf76_3_00145.jpg,fox,an * behind the rest of the foxes.,fox_89363acf76_3
486,eval/images/parrot_5e08de0ed7_1_00175.jpg,parrot,an * perched inside a cage.,parrot_5e08de0ed7_1
487,eval/images/sheep_3db1ddb8cf_1_00175.jpg,sheep,an * in the middle of the group.,sheep_3db1ddb8cf_1
488,eval/images/dolphin_847eeeb2e0_2_00175.jpg,dolphin,* is directly behind a dolphin's tail end.,dolphin_847eeeb2e0_2
489,eval/images/bear_e3e3245492_2_00150.jpg,bear,an * very close to the big bear.,bear_e3e3245492_2
490,eval/images/lizard_4f827b0751_3_00140.jpg,lizard,a grey and yellow *.,lizard_4f827b0751_3
491,eval/images/parrot_1122c1d16a_3_00175.jpg,parrot,* is in the hand with its index finger extended and visible.,parrot_1122c1d16a_3
492,eval/images/ape_669b572898_3_00175.jpg,ape,an * walking behind another ape.,ape_669b572898_3
493,eval/images/bird_967bffe201_1_00090.jpg,bird,an * by the highest mound,bird_967bffe201_1
494,eval/images/sheep_c8a46ff0c8_5_00145.jpg,sheep,"* stands parallel to the sheep closest to the white rail, but facing the opposite way.",sheep_c8a46ff0c8_5
495,eval/images/person_3af847e62f_2_00090.jpg,person,* is holding the head of the black animal.,person_3af847e62f_2
496,eval/images/bear_7f3658460e_2_00090.jpg,bear,a young brown * following an adult in an overgrown area.,bear_7f3658460e_2
497,eval/images/parrot_a2a80072d4_1_00145.jpg,parrot,green and blue * is hovering over round white item.,parrot_a2a80072d4_1
